id,name,level,difficulty,tags
25356,Trip,IN Lv.15,15.499998,32分
25358,Mystic Light Quest,IN Lv.14,14.300001,楼梯+耐力
25370,Mystic Light Quest,IN Lv.15,15.400002,多押+32分+耐力+位移
25372,Revolution,R Lv.15,15.0,32分
25403,PUPA,IN Lv.15,15.400002,多押+32分+变速+位移
25406,让风告诉你,IN Lv.14.3,14.199998,32分
25474,アナフィラキシー ,SP,16.100004,多押+32分+变速+耐力+位移
25478,Altale,IN,13.8,32分
25490,俄罗斯方块,IN,14.8,楼梯+32分
25504,アブノーマリティ・ダンシンガール,IN Lv.15,15.900003,底力+多押+32分+变速+耐力+位移
25506,Doom Factor,IN 15,15.300001,楼梯
25518,Waking Shadows (feat. Eili),AT Lv.16+,16.800003,底力+楼梯+32分+变速+耐力+位移
25523,☢️Waking Shadows (feat. Eili),AT Lv.16+,16.800007,底力+楼梯+32分+变速+耐力+位移
25535,Tactics-Exhaustive,IN  Lv.13,13.300003,-
25544,イガク,IN Lv.14,14.900001,多押+楼梯+32分+变速+纵连
25550,FULi AUTO BUSTER,"IN Lv.14
",14.5,楼梯
25563,Comfort Chain,EZ Lv.5,14.7,楼梯
25567,Memory,Memorize Lv.14,14.700003,楼梯+32分+耐力
25578,世末积雨云,IN lv.15,15.700003,楼梯+变速+纵连+叠键+位移+定轨
25607,ポテトパイ宣言,SP Lv.14,14.1,-
2561,フォニイ (phony),IN Lv.14,14.600002,32分
25618,樱落繁花,IN Lv.14,14.900002,楼梯
25620,オーバーライド,IN Lv.15,15.600002,多押+32分+变速+位移
25635,Milky Way,IN Lv.14,14.600003,-
25648,The Final EndGame,ENDGAME  Lv.17,17.600002,底力+多押+32分+变速+耐力+叠键+位移
25665,See You Again,IN,13.100007,读谱
25672,Sunshine Girl,IN Lv.11,11.800003,-
25673,待花开,IN Lv.13,13.200001,楼梯
25675,再生Recall,,11.0,-
25676,metaverse,IN Lv.15,15.0,多押+耐力+纵连+位移
25678,今天不是明天,FM  Lv.14,14.200001,-
25684,climax,AT16,16.400002,底力+多押+楼梯+32分+变速+耐力+叠键+位移
25702,Forget me not,IN,14.300001,-
25710,Evans,Lv 15,15.299999,多押+楼梯
25735,打上花火,AT Lv.14,14.800003,楼梯
25743,霹靂神ソフトウェア,AT Lv.17,17.6,底力+多押+32分+变速+耐力+高BPM+纵连+叠键+位移
25745,Farewell,IN Lv.15,15.800003,底力+楼梯+耐力+纵连+位移
25758,Sthenno,AT Lv.16,16.800001,底力+多押+32分+读谱+变速+耐力+纵连+叠键+位移+定轨
25759,Boss Rush,IN Lv.15,15.2,楼梯+32分
25765,Megamix 2,AT. 16,16.7,底力+变速+耐力+纵连+叠键+位移+定轨
25766,Bloom,HL Lv. 15,15.800001,楼梯+爆发
25776,Payphone,IN.14,14.8,32分+耐力
25807,若我不曾见过太阳,IN Lv.14.9,14.900002,纵连
25835,Love Story,IN  Lv.13,13.1,-
25878,Bye,IN Lv.14,14.000001,楼梯
25893,water,IN Lv.14,14.300001,32分+耐力
25895,Magnet,AT Lv.15,15.0,32分+变速+耐力+高BPM
259,not hummmman,FM,14.300001,32分+爆发+变速+纵连
25906,Villain Virus,AT Lv.17,17.800007,底力+变速+耐力+高BPM+叠键+位移+定轨
25925,追光使者,IN,13.9000025,-
25927,夢のまた夢,IN lv.15,15.0,楼梯+32分+耐力
25932,Conclusion of ∀,IN Lv.15,15.9,高BPM
25933,Coincidence,IN Lv.13,13.400001,楼梯
25937,waitingforyou,IN Lv.14,14.600001,底力
25966,R,IN Lv.14,14.300001,-
25988,cyanine,AT Lv.15,15.800003,底力+32分+耐力+纵连
25997,Time Leaper,IN Lv.14,15.7000065,楼梯+定轨
25999,Regret,IN Lv.14,14.7,爆发
260,Akiba,IN,14.5,-
26017,MEGALOVANIA(Camellia Remix),AT Lv.17,17.0,底力+多押+楼梯+32分+变速+耐力+高BPM+位移
26040,Tcans.,IN Lv.15,15.0,-
26050,Panorama,Chromatic - Lv.16,16.500006,底力+楼梯+爆发
26061,若我不曾见过太阳,EZ Lv.2.9,2.8,纵连
26062,Hoshi ga Furanai Machi,AT Lv.16,16.0,底力+多押+32分+变速+耐力+位移
26067,Universe,IN Lv.14,14.600004,-
26085,守护契约,EX Lv.12,12.800003,-
26091,魔女は復讐の夜に- Maintheme,阿拉蒂亚 Lv.10,10.0,楼梯
26096,ルル（rule）,IN Lv.14,14.600002,楼梯+32分
26098,ゴートゥ大都会,IN Lv.14,14.500002,-
26102,Небо (天空),LV.8,8.0,-
26103,绝命舞曲,IN Lv.15,15.8,多押+楼梯+耐力
26104,ファタール - Fatal,IN Lv.13,13.1,-
26106,RE Aoharu,IN 15,15.1,多押+32分+耐力+位移
26109,はいよろこんで,IN Lv.14,14.800003,纵连
2612,INTERNET YAMERO,IN Lv.15,15.400002,耐力+纵连+叠键
26139,异样的风暴中心,IN ,14.300001,-
26147,とげとげサディスティック ,10,10.0,32分
26153,Finixtahv,IN Lv.15,15.0,-
26169,喃喃萤火,IN LV.13,13.0,-
2618,Ethereal,IN,14.0,楼梯+32分+耐力
26217,Open The Door,IN Lv.15,15.0,多押+32分+耐力
26218,Last Promise,IN Lv.14,14.300001,楼梯
26220,Cry,AT Lv.15,15.9,底力+楼梯+耐力+高BPM+纵连+位移
26228,stεganography,AT  Lv.19,19.000004,底力+多押+变速+耐力+叠键+位移
2623,嘻哈闯世界,IN Lv.13,13.400002,楼梯+32分+变速+纵连+叠键
2624,Alea jacta est!,IN Lv.15,15.600002,多押+32分+爆发+变速+耐力+位移
26255,SIZUMU,IN Lv.15,15.8,-
26276,Tempest,IN Lv.15,15.0,底力+爆发+位移+定轨
26277,星相运轨-Echo of the Universe-,IN Lv.12,12.1,-
26288,心機一轉(白),IN Lv.14,14.700003,-
26295,樱落繁花,IN Lv.14,14.0,楼梯+纵连
26304,Change the Game (feat. 松永依織),TANO*C Lv.15,15.600002,32分
26307,SnowMix♪,IN.Lv.15,15.0,叠键
26309,ドリアン爆弾,AT Lv. 16,16.099997,多押+楼梯+32分+变速+耐力+纵连+位移
26316,チーズ,IN Lv.15,15.0,耐力
26331,AzazeL -REGINX-,AT Lv.16,16.600002,楼梯+32分+变速+高BPM
26368,Sweet* Witch* Gir*,IN Lv.15,15.800003,32分
26384,Ops_Limone (K-forest's EX-Order_Uva),AT Lv.16,16.900003,多押+32分+变速+耐力+叠键+位移
26385,耍把戏,IN,12.0,楼梯
26390,缸,缸,12.2,-
26392,Next Time,AT Lv.15,15.000004,楼梯+32分
26399,Butcher Vanity,IN.15,15.0,耐力
26404,梦回还,11,11.0,32分+定轨
26405,Period.,AT Lv.17+,17.900003,底力+多押+32分+变速+耐力+位移+定轨
26413,TiamaT:F minor,AT.15,15.7,变速+耐力+高BPM+位移
26418,Lost In A Fantasy,IN Lv.15,15.2,楼梯+32分+定轨
26421,Burning Love,IN Lv.14,14.0,多押+楼梯+32分+变速+位移+定轨
26439,snooze,IN Lv.14,14.599999,高BPM
2645,Infinity Heaven,IN Lv.14,14.1,底力+爆发+位移
26450,溯 (Reverse),IN Lv.13,13.900003,32分
26451,Heracles,IN Lv.15,15.600002,楼梯
26455,Collapsing World,IN 13,13.6,-
26463,繁星降落的奇迹【冬日树下的回忆】,AT Lv.15,15.400002,32分+高BPM
26478,THE MUZZLE FACING,IN Lv.16,16.2,底力+变速+耐力+高BPM+位移
26485,食虫植物,LH Lv.12,12.299997,-
26487,小跳蛙,IN Lv.13,13.2,32分
26523,人类恐惧症,IN Lv.15,15.400002,32分
26525,Ultimate Force,IN Lv.15,15.900003,底力+楼梯+高BPM
2653,Lost,IN Lv.12,12.499999,-
26533,Orphe,IN,14.6,-
26534,准备出发！,IN 13,13.499998,多押+楼梯+32分
26539,バグ (bug),AT Lv. 15,15.500002,32分
26540,Collapsing World,IN Lv.13,13.600002,-
26541,寒冬 The Winter（House Remix）,IN Lv.13,13.200001,楼梯
26545,Burning Love,IN Lv.14,14.0,多押+楼梯+32分+变速+位移+定轨
26549,イガク,ユ Lv.15,15.0,多押+楼梯+32分+变速+位移
26550,じゃあな/再见呐,IN,14.0,多押+32分
26551,イルミナティ （feat. 初音ミク）,AT Lv.16,16.300001,底力+多押+32分+变速+高BPM+位移
26569,あの光,IN Lv.12,12.500002,-
26571,Artileimor,AT  Lv.15,15.800003,底力+多押+爆发+变速+位移
26573,YELLOW,IN Lv.14,14.0,32分
26584,海肯斯小夜曲,IN Lv.14,14.200001,32分
26601,Tempo-Katana (feat. Beat Saber),AT Lv.16,16.400005,底力+32分+变速+耐力+位移
26623,千里饿殍行,IN Lv.14,14.0,32分
26637,Surveillance (feat. RANASOL),IN Lv.14,14.1,-
26639,Originlly,IN Lv.15,15.500002,底力+32分
26640,Bl∞min',AT Lv.16,16.700003,底力+爆发+耐力+高BPM+叠键+位移
26641,Sense,IN Lv.14,14.700003,楼梯
26648,寒冬 The Winter（House Remix）,IN Lv.13,13.2,楼梯
26649,Kumo No Kireme,AT Lv.17+,10.0,底力+多押+楼梯+32分+变速+耐力+高BPM+叠键+位移
26653,チューリングの跡,IN Lv.15,15.1,底力+爆发+叠键
26658,STARDUST,IN Lv.15,15.50001,-
26670,Grimheart,AT Lv.14,14.400002,-
26679,云阵四合,IN Lv.12 S* ,12.0,-
26687,MAGENTA POTION,sp,14.299996,-
26691, はいよろこんで,IN Lv.13,13.0,-
26697,Rainbow Road,IN Lv.14,13.9,爆发
26698,Ultimate Force,AT Lv.16,16.800003,底力+多押+楼梯+32分+变速+耐力+高BPM+位移
26699,Towards the 300,IN Lv.17,16.800003,底力+32分+变速+耐力+高BPM+位移+定轨
26705,Hypervelocity,AT Lv.17,17.2,底力+多押+32分+变速+耐力+高BPM+叠键+位移+定轨
2671,雨之城,IN Lv.12,12.500002,-
26716,退廃的人生讃歌,IN,15.900001,耐力
26718,halcyon,Legacy Lv.16,16.2,多押+楼梯+爆发+位移
26728,Fragments,IN Lv.15,15.0,-
26736,再见公主,IN Lv.15,15.0,多押+32分
26751,Flamenco House,IN Lv.15,15.400002,-
2676,エータ・ベータ・イータ,IN Lv.15,15.7,底力+楼梯+爆发+耐力+纵连+位移
26791,Elixir,IN  Lv.14,14.500002,-
26796,国士無双,AT Lv.17,17.500002,底力+楼梯+变速+耐力+纵连+叠键+位移
26797,イガク,IN Lv.15,15.900001,多押+32分+变速
26818,Shining,IN Lv.14,14.900001,楼梯+32分+变速+位移
26823,茗图盛景,IN   Lv.15,15.0,多押+楼梯+32分+读谱+耐力+纵连
26834,Lifeline(Remix),In 15.4,15.4,-
26837,And Revive The Melody,AT Lv.16,16.2,读谱+耐力+高BPM+叠键
26839,Vesania,WRESTLE.15,15.400001,定轨
26841,Blood Stained Faith (RiraN Remix),IN  Lv.15,15.300001,楼梯+变速+纵连+位移
26852,WATER,AT Lv.14,14.500001,楼梯+32分+纵连
26880,Heaven's Fall,AT  Lv.17,17.0,底力+多押+32分+爆发+变速+耐力+高BPM+位移
26888,黑神话:悟空（PIKASONIC Remix）,EX Lv.15,15.700003,32分
26902,Puzzle (2024 Edit),HD Lv.13,13.0,-
26916,weathergirl,IN Lv.13,13.900001,-
26928,jsl,BBC No.J11,11.0,楼梯+纵连
26934,Lifeline(Remix),In.15.4,15.400001,-
26936,壱雫空,IN Lv.14,14.800003,-
26937,Access Denied,AT Lv.16,16.1,爆发+位移
26959,流星物语,IN Lv.15,15.0,楼梯+32分
26961,絶対零度,AT Lv.15,15.600002,底力+32分+位移
26969,今はいいんだよ。,IN Lv.14,14.400002,-
26982,情书(KOTDARI Remix),LOVE  Lv.13,13.1,楼梯+爆发+纵连
26987,終の舞姬,Dance  Lv.16,16.0,底力+多押+32分+爆发+变速+耐力+位移+定轨
2700,Without You,FM Lv.?,14.400001,楼梯+32分
27006,Harumachi Clover,IN Lv. 15,15.2,多押+32分+变速+位移
27009,透明心淵,IN Lv.15,14.99999,32分
2701,通辽进行曲（Aunt Tagonist）,FM Lv.13,13.500002,-
27021,Avantgarde,IN Lv.15.9,9.0,底力+32分+爆发+变速+耐力+位移
27029,Gravisphere Crisis,AT Lv.16,16.300001,多押+32分+变速+位移
27032,•?((¯°·._.• 随便音乐 •._.·°¯))؟•,IN Lv.14,14.8,楼梯+变速+纵连
27042,GASHATT,IN Lv.15,15.799999,多押+楼梯+32分+变速+纵连+位移
27045,ベースラインやってる笑,IN Lv.14,14.400002,-
27049,世末歌者,End Lv.15,15.0,耐力
27062,Take Me Hand,IN Lv.13,13.0,多押+楼梯+32分
27065,とあちゃんのおもちゃ箱(Toa's Toybox),HD Lv.16,16.0,底力+楼梯+纵连
2708,Avantgarde,AT Lv.16,16.300001,底力+多押+爆发+耐力+位移+定轨
27084,你看，世界好美,IN Lv.15,15.300001,多押+32分+耐力+位移
27087,空の箱 (Vo.河原木桃香),IN Lv.12,12.800003,楼梯
27092,New World,IN.16,16.3,底力+多押+32分+耐力+叠键+定轨
27101,太陽花,Sunflower Lv.13,13.700003,楼梯
27106,SUBCUL CiTY,IN Lv.14,14.300001,-
27110,Nevada,IN Lv.14,14.400001,多押+32分+耐力+位移
2714,Pandemonium,AT Lv.16,16.300001,底力+多押+32分+变速+耐力+位移+定轨
27140,ヒバナ,AT LV.15,15.7,多押+楼梯+32分+变速+位移
27157,Re: End of a Dream,AT Lv.17,17.2,底力+多押+32分+变速+耐力+高BPM+位移+定轨
27158,スヂ,IN Lv.15,15.700003,多押+耐力+纵连+位移
2716,Journey To The Rainbows,IN Lv.14,14.300001,-
27172,BRAIN HACKER,AT Lv.16,16.400002,底力+多押+32分+爆发+变速+耐力+叠键+定轨
27181,ファタール(fatal),IN Lv.15,15.900003,楼梯+32分+变速+纵连+叠键
27230,~Redintegration~ 割れた鏡,IN Lv.15,15.0,32分+变速+高BPM+位移
27237,酒神颂,EZ Lv.4,4.0,-
27249,Waking Shadows,IN Lv.16,16.1,底力+楼梯+爆发+耐力+位移
27256,石星熠舞,IN Lv.13,13.000002,32分
2726,天狐,IN Lv.15,15.300001,楼梯+32分
27273,Operation☆DOTABATA,IN  Lv.14,14.700003,32分
27277,Glazed Color,IN Lv.15,15.400002,-
27278,Hullbreaker,TG  Lv.14,14.700003,楼梯+纵连
27283,drink-colored eight star,SP Lv.88,8.0,底力+楼梯+变速+纵连+位移+定轨
27288,Revelation,AT Lv.16,16.300001,底力+楼梯+32分+变速+耐力+位移
2729,花の塔,IN Lv.14,14.0,-
27290,Start To The End,IN Lv.15,15.700002,-
27294,Terrasphere,IN Lv.14,14.0,32分
27304,Fall（Ghost Synth）,IN Lv.13,13.0,-
27306,スヂ,IN Lv.15,15.600002,多押+耐力+纵连+位移
2733,九重现实,IN Lv.13,13.0,-
27334,周榜乱炖,IN,15.300001,-
27336,Sadalmelik,AT Lv.18,18.100004,底力+多押+32分+爆发+变速+耐力+高BPM+位移
27337,心の記憶,FM  Lv.15,15.300001,楼梯
2735,木偶戏,IN Lv.12,12.699999,32分+纵连
27352,Fly To Meteor,IN Lv.13,13.6,-
27359,俺ゴーストタイプ（我是幽灵属性）,IN  Lv.14,14.0,叠键
27367,panopticon,IN Lv.15,15.200001,32分
27369,Dead Inside,AT Lv.15,15.200001,32分
27392,Take Me Hand,(＾3＾♪,12.5,-
27406,单恋一枝花,IN,12.2,-
27411,Make U SWEAT!,IN.Lv 14,14.5,32分
27427,竖波波卡,IN Lv.15,15.400002,底力+位移
27440,兰音Reine - 虹色蝶々,11,11.0,-
27487,海马成长痛,IN,14.5,32分+纵连
27490,熱異常 (Shader ver.),IN  Lv.15,15.500002,-
27499,〇、,IN Lv.15,15.500003,-
2750,unleashed world,IN Lv.15,15.900003,底力+爆发+高BPM+位移
27501,Defective pixel,Lv.?,11.399999,-
27503,Psyched Fevereiro,IN Lv.14,14.400002,-
27521,熱異常,IN  Lv.15,15.400002,-
27525,do you see me?,IN Lv.13,13.400002,-
27532,你的颜色,AT Lv.16,16.0,-
27533,Dimension Hacker,AT Lv.16,16.600002,底力+楼梯+32分+变速+耐力+高BPM+叠键+位移+定轨
27542,Eternal Snow,IN  Lv.13,13.5,-
27557,Eternal Disaster (peri0d),HD Lv.15,15.500002,底力+爆发+耐力
27559,JUMP！BEAT！PLAY！,IN Lv.14,14.699995,32分
2756,夜に駆ける,FM Lv.13,13.0,-
27560,另一个我,IN Lv.14,14.600002,-
2757,Ops:Limone,IN Lv.14,14.300001,多押+楼梯+32分+变速+位移
27575,YELLOW,IN  Lv.14,14.700003,楼梯+高BPM
27579,花と、雪と、ドラムンベース。,IN Lv.14,14.800003,-
2758,secret of my heart,Lv.12,12.1,32分
27587,Redraw the Colorless World,IN Lv.14,14.0,爆发+定轨
27588,Belle de Nuit,FM  Lv.14,14.200005,-
27607,Clear's megalovania,IN,15.200001,32分
27625,Walk Thru Fire,IN  Lv.13,13.399998,32分
27632,むげんのチケット (feat. 初音ミク&KAITO)(无限船票),IN Lv.14,14.0,-
27646,Run*2 Run To You,IN Lv.15,15.400002,高BPM
27677,暮色回响,IN Lv.14,14.600002,-
27685,Eternal Disaster (peri0d),EZ  Lv.15,15.200005,楼梯+爆发+定轨
27691,FlavorScape!,IN Lv.14,14.0,32分
27694,CORRUPT YER MAW,IN Lv.13,13.900001,纵连
2770,即兴演出 fReeStyLE,IN Lv.12,12.0,-
27702,囍（Chinese Wedding）,IN Lv.15,15.0,楼梯+32分+变速+纵连
27704,Vagrant,IN Lv.14,14.5,耐力
27712,Silver Bullet,AT Lv.15,15.7,32分
27718,青春のアーカイブ (takehirotei remix),IN Lv.15,15.300001,高BPM+位移
27719,《Ж》,Legacy Lv.15,15.400002,底力+读谱+变速+高BPM+定轨
27720,1NF3S+@+!0N,IN Lv.14,14.500001,楼梯+爆发
27724,十拳剣 -Totsuka no Tsurugi-,Ten Lv.16,16.500002,底力+变速+耐力+高BPM+叠键+位移
27725,すとり～ま～FIRE!?!?,IN Lv.15,15.0,多押+32分
27733,Poppy,AT LV.16,16.300001,底力+多押+爆发+耐力+高BPM+位移+定轨
27743,GOODRUSH,AT  Lv.15,15.0,底力+爆发+耐力+位移
27748,Eat up my HEART???,IN Lv.14,14.400002,楼梯+耐力
27749,ノシノシ,IN Lv.13,13.5,楼梯+32分
27751,"!nterroban(?,",AT Lv.16,16.400002,底力+32分+变速+高BPM+位移
27758,きゅびびびびずむ,AT Lv.?,10.0,楼梯+变速+纵连
27764,async,Find yourself,14.400006,-
27768,電子ドラッグ(笑),IN Lv.13,13.799999,楼梯
27781,《Ж》,AT Lv.16,16.300001,底力+多押+32分+变速+耐力+高BPM+叠键+位移
27783,雨之城,IN Lv.13,13.0,-
27794,Snow White,FM.Lv13,13.400002,楼梯
27796,爵士,EX Lv. 13,13.8,楼梯
27819,万圣节,IN Lv.14,14.600002,楼梯+爆发+定轨
27833,好的冰,IN Lv.14,14.899999,变速+位移
27835,LINK x LIN#S,IN Lv.12,12.799999,纵连
27852,誰にもなれない私だから,IN Lv.14,14.8,-
27869,月に叢雲華に風,IN Lv.13,13.0,-
27886,So-Long-for-Another-Summer-,Summer.lv13,13.399998,-
27888,月詠に鳴る,IN Lv.14,14.200001,32分
27889,bye,AT Lv.15,15.2,楼梯+纵连
27900,starlight,IN 14.5,14.499998,多押+32分+耐力
27904,KICK BACK,IN  Lv.14,14.0,纵连
27905,Beyond The Timeline,AT Lv.15,15.400001,叠键
27914,Singularity at 2.64e+6 BPM,IN Lv.?,15.699999,楼梯+纵连
27920,Grin,IN Lv.15,15.700003,底力+多押+耐力+位移+定轨
27929,瓶中我,IN LV.13,13.100003,32分
27934,BAYONEX,AT Lv.17,17.1,底力+多押+楼梯+32分+变速+耐力+高BPM+叠键+位移
27941,Ice Cream' Sandwich,IN Lv.13,13.200001,32分
27951,(重制版)ワンルームシュガーライフ,AT Lv.16,16.500004,多押+楼梯+32分+变速+耐力+位移
27964,トンチンカンフルエンサー,AT Lv.15,15.0,多押+耐力+高BPM+纵连+位移
27980,乐意效劳 (Magens Remix),IN Lv.15,15.500002,多押+楼梯+耐力+位移
27997,ノンブレス・オブリージュ,IN  Lv.14,14.6,-
28005,小さな旋律,IN ,12.800002,楼梯
28006,Vulnerability,IN Lv. 15,15.899996,多押+变速+位移
28019,雑踏、僕らの街,IN,15.5,楼梯+耐力
28030,10000,IN  Lv.14.1,14.2,楼梯+耐力
28031,T+ VS SHARK,AT Lv.17+,10.0,底力+多押+楼梯+变速+耐力+叠键+位移+定轨
28036,我不曾忘记,IN  Lv.13,13.0,-
28041,SHOW (Бульбулятор version),NE PRIDUMAL,10.0,楼梯+纵连
28044,So Far Away, IN Lv.14,14.0,楼梯
2805,我不曾忘记,IN Lv.12,11.9,-
2806,フューチャー・イヴ,IN Lv.15,15.0,楼梯+32分
28060,PUPA,IN Lv.15,15.8,底力+爆发+位移
28071,セツナトリップ,AT Lv.15,15.900003,-
28080,きゅびびびびずむ,IN15,15.600002,多押+楼梯+32分+变速+耐力+位移
28092,举头三尺天气晴,IN Lv.15,15.0,多押+32分+变速+叠键+定轨
28101,Bad Elixir,AT  Lv.16,16.900003,底力+多押+32分+耐力+高BPM+位移
28120,Han-nari,IN.Lv13,13.0,楼梯+纵连
28138,Golden Hour (Chime Remix),Golden Lv.14+,14.2,-
28189,Inverted World,IN Lv.15,15.5,爆发
28192,繁星降落的奇迹,IN Lv.13,13.500002,-
28202,親愛なるあなたは火葬,IN LV.15,15.0,32分+耐力
28249,Cherophobia,IN Lv.13,17.4,楼梯+纵连
28250,Classy Kitty,IN Lv.15,15.200001,变速
28265,Bangarang (feat. Sirah),AT Lv.15,15.1,高BPM+纵连
28274,提瓦特最屑反派,IN Lv.14,14.0,-
28284,散り散り,AT Lv.14,14.599998,底力+位移
28294,Χάρων,IN Lv.15,15.1,底力+爆发
28305,To：Be Continued,IN  Lv.15,15.800003,底力+高BPM+叠键+位移
28306,B.B.K.K.B.K.K.,IN Lv.14+,14.900001,定轨
28312,GOODRAGE,HD  Lv.12,12.000004,高BPM
28317,cyanine,AT  Lv.16,16.400002,耐力+高BPM
28324,Altale,AT  Lv.14,13.5,爆发+定轨
28337,R.I.P.,IN Lv.15,15.400001,楼梯+耐力
28346,Khionos TiARA,AT Lv.16,16.400002,底力+爆发+位移
28356,画竜天晴,IN Lv.15,15.500002,楼梯+爆发+纵连+叠键
28362,OTKPARA!,IN Lv.14,14.6,多押+32分
28378,MONEY IN MY POCKET,AT15,15.700003,多押+32分+变速+叠键+位移
28381,Bad Apple!!,IN Lv.13,13.800003,纵连
28384,Five Hundred Miles,12,12.500002,32分
28385,doodle,IN Lv.13,13.900003,32分
28394,It's alright,IN  Lv.14,14.800003,-
28426,MonochromeRe.Surgence,Neir Lv.Dream,12.300009,-
28435,经过,15,15.0,32分
28437,シミュラ · ラクラ,IN Lv.15,15.300001,32分+纵连
28444,Light of Love,IN ,15.1,-
2845,ラグトレイン,IN Lv.14,14.500002,楼梯+32分
28450,FORTALiCE,IN Lv.15,15.400002,多押+楼梯+32分+变速+位移+定轨
28457,PUPA,IN Lv.15,15.8,底力+爆发+位移
28462,おべか,IN 14,14.0,-
28464,萤火仲夏夜,IN LV.14,14.400002,楼梯
28466,Identifier,EZ Lv.3,3.4999995,32分+高BPM
28470,アマツキツネ,HD Lv.11,11.5,-
28482,人マニア,IN  Lv.16,16.500002,楼梯+纵连
28495,Requiem Cataclysm,IN Lv.16,16.200005,32分+耐力+高BPM
285,Quietus Ray,"AT Lv.17


",17.100004,底力+多押+32分+爆发+变速+耐力+位移
28512,アイアンメイデン・ジャンク,IN Lv.15,15.600002,底力+爆发+纵连
28535,Mystic Light Quest,IN Lv.15,15.400002,楼梯+32分+耐力
28548,最后的蒸汽骑士,IN Lv.14,14.800003,楼梯
28577,MVURBD,IN Lv.15,15.700003,楼梯+位移
28578,Weavers,IN Lv.15,15.199999,-
28579,RTX 20000,AT Lv.15,15.8,楼梯+32分+变速+纵连+位移
28592,Lifeline,AT.15,15.6,楼梯+32分+耐力
28613,つよがるガール,IN Lv.15,15.800003,32分+高BPM
28619,Runaway,IN,14.2,32分+定轨
28629,Gravisphere Crisis,AT Lv.16,16.599998,底力+多押+楼梯+32分+变速+位移
28630,Hyper Memories,IN Lv.16,16.300001,位移
28651,A CYBER'S WORLD?,IN Lv.14,14.600002,32分
2866,Tempest,IN Lv.15,15.700003,底力+爆发+位移
28676,Falling Again,AT Lv.15,15.800015,楼梯
28685,Lucid Trigger,IN Lv.13,13.7,叠键
28704,だいあるのーと,IN Lv.14,14.500002,楼梯
28707,macro.wav,IN Lv.14,14.700003,-
28710,MAGGOD,AT Lv.15,15.800003,底力+楼梯+高BPM
28724,HALO,AT Lv.17,17.2,底力+多押+32分+爆发+变速+耐力+叠键+位移
28728,波隙漂浮,AT Lv.16,16.1,变速+耐力+位移
28742,今天不是明天,IN Lv.14,14.0,-
28746,忘了,IN Lv.13,13.600002,-
28753,A Cyber's World,IN  Lv.13,13.0,-
28762,Children's March,IN lv.13,13.400002,32分
28776,JUMP！BEAT！PLAY！,IN Lv.13,13.0,32分
2878,スパークル,IN 14.2,14.200001,-
28784,What U Do,IN Lv.13,13.1,32分
28786,アポカリプスに反逆の焔を焚べろ,AT Lv.16,16.800001,底力+多押+耐力+高BPM+位移
28801,CO5M1C R4ILR0AD,IN Lv.15,15.300005,爆发+位移
28836,Terrasphere,IN Lv 13,13.800003,-
28873,R.I.P.,AT Lv.16,16.800003,底力+多押+32分+耐力+位移+定轨
28906,再会,IN Lv.12,12.8,-
28918,OverRain,Cloudburst Lv.10,14.399979,-
28922,ここからはじまるプロローグ。,IN Lv.14,14.300002,-
28923,Amouage,IN Lv.14,14.700003,多押+32分+耐力
28928,Infertehno,HD Lv.10,9.999999,变速+耐力
28946,秘密人偶剧Ⅱ,IN Lv.15,14.800001,耐力
28958,CO5M1C R4ILR0AD,IN  Lv.15,15.0,底力+位移
28961,经过,IN Lv.12,12.0,-
2897,Holy Knight,IN Lv.14,14.200001,爆发
28986,Flowers,IN - Lv.14,14.0,32分
28987,记忆碎片,IN Lv.15,15.7,底力+楼梯+爆发+变速+耐力+位移
28994,Miku,Miku Lv.39,11.900001,32分
29008,ミニ偏,SP. pieces,14.8,多押+楼梯+32分
29014,ヒ口イン(nakotanmaru ver.),IN,14.700003,耐力
29019,MORNINGLOOM,SP Lv.?,16.1,32分+变速+纵连+叠键+位移
2902,lifeline【重置】,AT LV.15,15.0,32分+耐力
29035,Rainbow Flavor!,IN.Lv.14,14.400002,-
29039,Cryptarithm,AT Lv.15,15.0,32分+变速+定轨
29045,ハルウタ,IN Lv.14,14.200001,多押+32分
29046,Ignite(点燃),Alan Walker Lv.14,14.800003,-
29048,喃喃萤火,IN Lv.15,15.1,多押+32分
29050,沫云,IN Lv.14,13.799999,-
29051,アポカリプスに反逆の焔を焚べろ,AT Lv.17,17.500004,底力+多押+耐力+高BPM+位移
29056,致:黯淡星,IN Lv.13,13.799999,楼梯
29058,the world of scarlet,IN Lv.15,15.200001,32分+变速
29060,Χάρων,FM Lv.14,14.700002,-
29068,Take Flight,IN Lv.15,15.600002,-
29085,我家里有蜘蛛！！！,AT Lv.14,14.799999,32分+定轨
29101,夏天还不算开始,IN Lv.12,12.900003,-
29110,Snow Magic,IN Lv14,14.799999,楼梯
29118,ノンブレス・オブリージュ,IN Lv.15,15.600002,-
29141,Can you hear me?,IN Lv.15,14.899999,高BPM
29158,Encroach Sky,IN Lv.13,13.6,纵连
29160,フォニイ,IN Lv.13,13.200001,楼梯+32分
29189,再会,IN Lv.14,14.0,纵连
29194,シル・ヴ・プレジデント(nachoneko×naname),AT Lv.14,14.400002,-
292,Àqua Prism,4thPecjam,14.5,楼梯
29200,無责任集合体,IN Lv.15,15.700001,-
29211,Our Wrenally,IN Lv.15,15.400002,纵连
