id,name,level,difficulty,tags
36919,TruE,IN Lv.Elysia,15.100002,底力+爆发
36933,限りなく灰色へ,IN Lv.15,15.600002,多押+32分+变速+高BPM+位移
36938,raputa,IN Lv.16,16.0,爆发+高BPM
36940,Dream By Coma,IN Lv.14,14.700003,纵连
36941,ほしのおとしもの,IN Lv.14,14.600002,多押+32分+位移
36946,Clean Up! (板中打掃歌),AT Lv.14,14.3,多押+耐力
36953,そして花になる,IN,13.5,-
36956,blacknEon,IN Lv.14,13.599998,32分
36957,Rain,AT Lv.16,16.2,多押+32分+变速+耐力+位移
36976,Zavodila,AT Lv.15,15.400002,耐力+叠键
36992,LOST,IN Lv.15,15.500002,32分
36995,Options,IN  Lv.14,14.0,多押+32分
3701,Möbius,AT Lv.17,17.2,底力+多押+32分+变速+耐力+高BPM+位移+定轨
37012,怪诞(GroTesquE),IN Lv.14,14.900001,-
37034,嫦娥奔月 -Lunar Paradoxx-,IN Lv.15,15.400002,-
37035,Stella-rium,IN Lv.15,15.0,多押+楼梯+32分+变速+耐力+位移
37043,Class Memories,AT Lv.16,16.0,楼梯+耐力+位移+定轨
37049,Forbidden Area,IN Lv.16,16.300001,底力+耐力+位移
37052,朧月,AT Lv.18,18.600002,底力+多押+32分+变速+耐力+叠键+位移
37068,竹取飛翔 ~ Lunatic Princess ~,IN Lv.15,15.200005,底力+高BPM+纵连+叠键
37078,Per Aspera Ad Astra,IN Lv.15,15.0,底力+爆发+耐力+位移
37079,The Winter,IN Lv.13,13.600002,纵连
37081,レイニーブーツ,IN Lv.14,14.300001,32分
37082,オーバーライド,AT Lv.14,14.600002,-
37090,Radiant Night,IN,14.6,-
37100,Hauynite,IN Lv.16,16.1,楼梯+定轨
37101,权御天下,IN 15,15.100004,底力+爆发+纵连
37103,ダーリンダンス,IN Lv.14,14.900003,-
37104,All My People,IN Lv.15,16.7,多押+楼梯+32分+耐力
37108,天元枢机 ([ Central Prayer Unit ]),IN Lv.16,16.2,底力
37110,不虚此行 On the Journey,IN Lv.12,12.0,32分
37121,"Vengeance of the ""V""",AT Lv.17,17.400002,底力+多押+32分+变速+耐力+位移
37123,BUZZ CUTZ,IN Lv.17,18.000004,底力+楼梯+32分+变速+耐力+纵连+叠键+位移+定轨
37132,Level Up,EX  Lv.14,14.900003,楼梯+变速
37151,raputa,IN Lv.16,16.4,底力+爆发+高BPM
37157,イガク,AT Lv.16,16.200005,多押+32分
3716,フォニイ(phony),IN Lv.14,14.8,楼梯+耐力+定轨
37162,Dextroy,α,16.5,底力+楼梯+变速+位移
372,Hemisphere,AT,16.1,底力+楼梯+爆发
37206,Destr0yer,IN Lv.15,15.300001,楼梯+位移
37207,不虚此行,IN Lv.12,12.600002,32分
37208,权御天下,IN,15.100004,底力+爆发+纵连
37212,色彩,IN Lv.14,14.0999975,-
37216,Apollo,WQL Lv.17,17.0,底力+楼梯+耐力+高BPM+位移
3722,Intruder,IN Lv.14,14.599999,叠键
37244,"Georgette Me, Georgette You",AT Lv.13,13.700003,-
37273,夏の雨の日の思い出,IN Lv.14,14.0,楼梯+32分
37289,It's alright,IN,13.999999,-
37309,时间(Starry Night RS ver.),IN Lv.13,13.0,楼梯+纵连
37313,ブルアカ 6th PV,AT Lv.16,16.0,底力+楼梯+变速
37329,Frog,SP Lv.?,10.0,多押+楼梯+纵连
37342,ぽっかんカラー,AT Lv.?,16.4,多押+楼梯+32分+变速+位移+定轨
37345,安魂摇,IN 15?,15.3,叠键
37348,TruE,HD  LV.10,10.0,-
3735,精神分裂症,IN Lv.14,14.0,-
37355,喵斯摇(Phi-sx.ver),IN Lv.16,16.7,叠键
37361,Aurora-XE In The Neon Night Of Zero Night City-,IN Lv.15,15.400004,多押+32分+叠键
37373,ヤミナベ!!!!,IN Lv.16,16.1,底力+爆发+耐力+高BPM+位移+定轨
37374,烂泥,HD,7.999987,32分
37391,Daifixia,AT Lv.15,15.1,-
37392,アイデン貞貞メルトダウン ,IN  Lv.14,14.0,-
37396,リテラチュア（翻自 上田麗奈）,IN Lv.13,13.1,-
37410,月下桜天國,YING Lv.15,15.600002,32分
37436,:3c,AT Lv.17+,17.900002,底力+多押+楼梯+32分+爆发+变速+耐力+高BPM+位移
3746,蜘蛛糸モノポリー,IN  Lv.14,14.0,耐力
37464,恋月桜花,Sakura Lv.16,16.0,耐力+叠键
37477,花月,IN Lv.13,13.0,-
37500,Avantgarde,AT  Lv.18,18.000004,底力+多押+32分+爆发+变速+耐力+位移
37512,Cutter,IN Lv.15,15.2999935,32分
37513,タイヨウパラダイス,IN Lv.13,13.600002,-
37516,ナツノハテ,SP Lv.15,15.700001,耐力
37524,何者,IN  Lv.14,14.600002,32分+纵连
37554,Unwelcome school,IN Lv.14,14.800003,-
37580,i see you,LV:14.2,14.200001,高BPM
37585,Re：End of a Dream,AT Lv.17,17.1,底力+多押+变速+耐力+高BPM+位移+定轨
37594,穿越时空的思念,Lv.14.6,14.599999,高BPM
37595,To : Be Continued,AT Lv.17,17.2,底力+多押+32分+变速+耐力+高BPM+叠键+位移
37604,アイスクリーム・エンジェルズ,IN Lv.15,15.5,多押+32分+耐力
3761,♫～调色板～♫,IN Lv.12,12.2,-
37639,新人類 (Shinjinrui),IN Lv.15,15.800003,-
37642,Do you wanna kiss angel?,SP Lv.I am,13.900001,-
37649,Star Fall in Evernight City,IN Lv.13,13.900003,楼梯
377,Horizon Blue,AT,16.700003,多押+32分+变速+耐力+位移
37752,英雄主义,IN Lv.14,14.0,-
37753,太空旅行（feat.熊子）,IN Lv.13,13.300001,-
37754,太空旅行（feat.熊子）,HD Lv.8,8.800003,-
37805,刹那の誓い,IN Lv.14,14.9000025,32分
37826,Heaven's Gateway (feat. Persian Groovies),AT Lv.16,16.0,底力+多押+32分+爆发+变速+耐力+纵连+叠键+位移+定轨
37827,Eternal Ending,IN Lv.15,15.800003,底力+多押+耐力+位移
3785,Lelya,IN Lv.14,14.0,楼梯+32分
37855,Dead Soul,EZ Lv.5,5.6000004,楼梯+32分
37867,ちっちゃな私,AT  Lv.15,15.500002,楼梯
37869,TWISTED GARDEN,Death Lv. ？,18.2,底力+多押+32分+变速+耐力+高BPM+叠键+位移+定轨
37883,Dolce Biblioteca,IN Lv.13,13.1,-
37899,エンド・オブ・フェイク！,AT Lv.17,17.2,底力+多押+32分+变速+耐力+叠键+位移
37916,Sacred Play Secret Place,IN Lv.14,14.400002,32分+纵连
37919,Ad astra per aspera(Extended.Ver),AT,16.1,底力+楼梯+变速+耐力+位移
37928,清醒梦,IN Lv.12,12.1,-
37932,きゅうくらりん,AT  Lv.17,17.0,底力+高BPM
37960,雪之梦,Lv.13.9,13.900003,楼梯+32分+变速+高BPM+叠键
37962,Fly to the Moon,IN Lv.14,14.1,32分
37975,跨时空的梦,EZ Lv.8,8.600002,楼梯
37976,凡愚,IN Lv.15,15.800003,32分+耐力
37977,frog,IN Lv.13,13.0,楼梯+32分+变速+高BPM+位移
38012,Chatblanc,IN Lv.12,12.600002,-
38025,6th PV Theme,IN  Lv.14,14.9,-
38026,下剋上,IN  Lv.15,15.400002,楼梯+32分+高BPM
38060,虚無さん,IN Lv.14,17.0,-
38064,青い鳥はもう死んだのに,IN Lv.16,16.400002,32分+变速+耐力+纵连
38074,LOVELY BASTARDS,EZ Lv.7,7.2000003,-
38076,IN MY HEAD,IN LV. FIFTEEN,10.0,-
38092,シェードの埃は延長,IN Lv.15,15.400001,32分+变速+耐力
38093,ENDYMION,IN Lv.16,16.400002,底力+爆发+变速+高BPM
38096,妖し月夜の縁より,IN Lv.15,15.300001,32分
38097,KIRArin☆streaming☆LOVE,IN Lv.15,15.300001,多押+楼梯+32分+变速+位移
38101,Gaudium Resonance,IN Lv.15,15.1,底力+爆发
38104,チルノのパーフェクトさんすう教室,IN Lv.14,14.700003,32分
38106,何罪之有,MV Lv.15,15.0,-
38108,SELF,IN Lv.13,13.200001,-
38126,Watch me! (TV size),IN  Lv.14,14.0,-
38127,后巷深宵-开端,WAW Lv.15,15.500002,多押+32分+耐力+位移
38155,Paradise,IN.Lv14,14.500002,32分
38180,銀梅花,IN Lv.14,14.799999,楼梯
38191,Love like we're dying,IN Lv.15,15.000004,-
38222,ハレハレヤ,IN Lv.14,14.0,楼梯
3824,The Revival of Eighteen,IN Lv.15,15.1,-
38273,How To Make音ゲ～曲！ (RYOQUCHA Remix),IN  Lv.15+,16.00001,底力+爆发+纵连
38286,Suomi,IN Lv.15,15.500002,楼梯
38288,Inverted World,IN Lv.16,16.0,底力+位移
38294,初音未来的消失,AT Lv.16,16.2,底力+多押+变速+耐力+高BPM+位移+定轨
383,Anniv.,IN,13.200001,-
38305,神威,IN Lv.15,15.8,底力
38318,Endeavors,IN Lv.13,13.0,-
38322,"G.V.N. (Glitter,Vomitus and Neon)",IN lv.15,15.0,底力+爆发+纵连+叠键
38340,十日终焉,14,14.0,32分
38371,"Cold Air,Warm Heart",IN Lv.15,15.0,爆发+变速+位移
38372,over. (feat. KYURO3),IN,15.500002,楼梯+耐力
38378,パレード,EX Lv. 14,14.200001,楼梯
38380,清醒梦,IN Lv.14,14.3,32分
38382,使一颗心免于哀伤,AT Lv.15,20.0,32分
38386,ららら,IN Lv.14,14.0,-
38387,Please,AT Lv.15,15.800001,多押+楼梯+爆发+位移
38391,Nopea,AT Lv.19,19.0,底力+多押+楼梯+32分+爆发+变速+耐力+叠键+位移+定轨
38394,MOTTAI,IN LV.15,15.2,多押
38396,アイロニ,AT Lv.17,17.200005,32分+变速+耐力
38404,"G.V.N. (Glitter,Vomitus and Neon)",IN lv.15,15.599999,底力+爆发+纵连+叠键
38410,ivory tower,HD,12.6,-
38413,Pagoda,IN Lv.14,14.900003,耐力
38415,Lost Dream(Explicit),Dream.14,14.700002,32分
38428,我的世界唱片《otherside》,11,11.0,纵连
38438,Deep Blue,AT Lv.14,14.800003,-
38446,TRICKL4SH 220,IN Lv.15,15.900003,多押+32分+变速+耐力+高BPM+位移
38468,あい2～じゅっ,IN Lv.15,15.800003,楼梯
3847,BATTLE NO.1,AT Lv.15,15.900003,多押+32分+变速+位移
38486,Triple The Insanity-Muder Time Trio(Phase 2),IN Lv. 16,16.400013,底力+爆发+耐力+高BPM
38493,ヒミツ (feat. 可不),IN Lv.14,14.0,多押+32分
38517,寂寞的人伤心的歌,IN Lv.14,14.200001,高BPM
38570,An Enigmatic Encounter-[UNDERTALE:LAST BREATH],AT Lv.17,17.600002,32分+耐力
38581,Heart Function,IN Lv.-15,16.0,楼梯
38591,Cutter,IN Lv.15,15.600002,定轨
38603,Space Station(From Rolling Sky),IN Lv.13,13.200001,-
38606,グローリー · ワンダーランド,AT Lv.18,18.300001,底力+多押+楼梯+32分+变速+耐力+高BPM+叠键+位移+定轨
38614,第57次取消发送,HD Lv.8,8.600001,-
38622,Nyarlathotep's Dreamland,AT Lv.17,17.300001,底力+多押+爆发+变速+耐力+位移
3864,astral ability,IN Lv.13,13.799999,-
38680,Unsinkable Memory,IN Lv.15,15.700003,-
38685,牛牛大胜利,IN Lv.15,15.8,底力+多押+楼梯+32分+变速+耐力+纵连
38689,DΣADLY TRIGGΣR,16.3-16.7,16.300005,底力+耐力+高BPM
38698,ひめごと*クライシスターズ,IN Lv.15,15.400002,-
38703,Take Me Hand,IN Lv.14,14.599999,-
38707,惊涛落日（慢）,AT Lv.15,15.2,楼梯+32分+爆发+变速+叠键+位移
38724,FKIN W H A T,AT Lv.18,18.1,底力+多押+32分+变速+耐力+叠键+位移
38731,Insane Defect,IN Lv.15,15.500002,爆发
38733,Aphasia,AT Lv.15,15.900003,32分
38735,Skip!!,IN,14.3,-
38736,LiftOff,IN Lv.15,15.500002,定轨
38741,Eternal Ending,END Lv.18,18.100008,底力+多押+楼梯+32分+变速+耐力+叠键+位移
38742,ハレハレヤ,IN Lv.14,14.0,楼梯
3875,Tell Your World,AT Lv.15,15.9,楼梯+32分+耐力
38771,零天視,AT Lv.17,17.500002,底力+变速+位移
3878,It's Happening,IN ,15.3,32分+定轨
38785,Echoes of Memoria,EX Lv.15,15.0,耐力
38793,Before the Love,IN Lv.15,15.200001,楼梯+变速+位移+定轨
38795,Atm∅spHere,IN  Lv.16,16.0,楼梯+32分+变速+高BPM
38796,希望の朝へ (向着黎明奔去),IN Lv.14,14.0,-
38797,Lose you now,IN LV.12,12.0,-
38807,無機質世界に彩を,SP Lv.?,14.6,爆发
38811,GHOST,IN Lv.17,17.000004,底力+楼梯+变速+耐力+纵连+位移
38820,一二三,HD Lv.10,10.300001,-
38841,寂灭终日,Tzu.14,14.0,-
38845,回る空うさぎ,IN Lv.13,12.999998,-
38848,夏が終わる,IN Lv.14,14.0,-
38872,理想主义,ID Lv.15,15.0,-
38880,MarbleBlue.,AT Lv.17,17.800003,底力+32分+爆发+耐力+叠键+位移
38893,うたかたのせかいで,IN Lv.15,15.9,耐力+高BPM
38895,Duality (feat.初音ミク),IN Lv.14,14.600002,-
38897,拂晓,IN Lv.14,14.900003,楼梯+爆发+定轨
38898,Memories Sacrafice (V.S. ver.),IN  Lv.16,16.0,爆发+纵连
38917,冻梦,IN Lv.14,14.500002,32分
38928,Kagura,IN Lv.15,15.1,多押+楼梯+32分+变速+位移
38929,リメンシア (feat. 初音ミク),IN Lv.15,15.700003,楼梯+32分+耐力
38937,Radiant,IN Lv.14,14.0,多押+楼梯
38939,炜WARD ROMANCE,IN  Lv.14,14.6,楼梯
38940,阜成门 (Original Mix),IN Lv.13,13.300001,32分
38952,Ave Mujica,IN Lv.15,15.800003,32分+耐力
38960,虐,AT Lv.15,15.499999,耐力
38965,はじまりの曲,IN Lv.13,13.0,-
38970,Selenotaxis,AT Lv.15,15.100001,-
38990,F_Ripples,IN Lv.16,16.2,多押+32分+变速+耐力+位移
39,Seattle物语 II,IN,12.1,-
39001,嬢王 (feat. 初音ミク),IN  Lv.16,16.000004,-
39003,M （エム）,IN Lv.15,15.0,32分
39007,オラシオン（ED）,IN Lv.13,13.700003,-
39029,"Mourning, Stagnant.",IN Lv.15,15.6,楼梯+纵连+定轨
39037,.357 Magnum,HR Lv.14,14.800003,32分+爆发+变速+位移
39039,HAINUWELE,IN  Lv.15,15.9,底力+楼梯+爆发+耐力+位移+定轨
39056,THE WORLD REVOLVING (Camellia Remix),IN Lv.16,16.900003,多押+32分+变速+耐力+位移
3906,コネクト,IN Lv.13,13.400002,-
39065,刺客传奇,IN Lv.14,14.499998,楼梯
39073,樱落繁花,★SP Lv.15,15.0,楼梯+耐力+纵连+位移
39078,Sayonara Hatsukoi,IN Lv.14,14.400001,32分+爆发+变速
39085,ラビットホール,AT Lv.16,16.400002,变速+纵连
39088,Abiogenesis (Fan-Remake),IN Lv.15,15.400002,楼梯+32分
39107,Watcher,mc,9.900001,-
39108,komorebi,IN Lv.15,15.300001,高BPM
39109,偽中国語,IN Lv.14,14.400005,-
39119,Angel dust,SP Lv.4,4.1,底力+爆发+耐力+纵连+位移
39156,Assumptions,IN Lv.13,13.400002,-
39160,アマツキツネ,EZ Lv.8,8.600002,-
39172,Jump out,IN Lv.15,15.1,多押+纵连+位移+定轨
39178,Echoes of Memoria,AT Lv.17,17.600002,底力+多押+32分+变速+耐力+位移
39187,Lumina,AT Lv.16,16.300001,多押+32分+耐力+位移
39192,MARENOL,IN Lv.14,14.000007,楼梯+纵连
39197,Celestrial Quest,IN Lv.14,14.800003,纵连
39199,Memories of Kindness,IN Lv.14,5.5,爆发
39201,Phase Distorter,IN  Lv.16,16.100004,底力+耐力+位移
39209,Fallen Symphony,Final,1.9,底力+多押+楼梯+32分+变速+耐力+高BPM+叠键+位移+定轨
39218,MIRЯOЯ,AT Lv.17,17.0,32分+读谱+变速+高BPM
39229,Blows Up Everything,IN Lv.16,16.1,多押+楼梯+32分+变速+高BPM+位移+定轨
3924,winter.,IN,13.0,32分+变速+纵连+位移+定轨
39240,stop-motion,AT Lv.18,18.0,底力+耐力+位移
39261,ゆで卵茹でます! ! ! !,IN Lv.14,20.0,-
39263,エンパープル (Empurple),AT Lv.15,15.900003,32分+变速
39264,幻影鬼魅 (PLEASE),AT  Lv.15,15.400001,多押+楼梯+爆发+位移
39267,ダイダイダイダイダイキライ,YY Lv.14,14.600002,-
39296,我花开后百花杀,IN Lv.12,12.500002,-
39316,ハート111,IN Lv.14,9.2,多押+32分
39364,隙,SP  Lv.?,10.0,楼梯
39365,三妖精SAY YA,lv 333,13.0,-
39369,Fragrance,AT Lv.15,15.300005,底力+爆发+位移
39382,雾里,IN  Lv.13,13.0,楼梯
39399,opia -awakened-,EYES 16,16.300001,楼梯+耐力+纵连
39401,脑壳疼,IN Lv.15,15.0,-
39402,Hyper Rhapsody,IN Lv.15,15.0,爆发
39406,ずんずんサファリ,IN Lv.14,14.700003,32分+定轨
39415,海馬成長痛,SP Lv.？,15.2,楼梯+爆发+变速+叠键
39416,灾蚀的痕影 Silhouette of Catastrophe,IN Lv.15,15.1,底力+楼梯+爆发+变速+纵连
39417,Sphalerite,IN Lv.16,16.300001,底力+楼梯+变速+高BPM+位移
39420,メロウ（跃动青春op）,IN  Lv.13,13.700003,-
39428,Straight into the Lights,IN Lv.15,15.500002,楼梯
39437,藏语早读（Hardcore）,IN Lv.17,17.200005,底力+多押+耐力+纵连+位移
39453,VorpΛlize,AT  Lv.16,16.0,底力+多押+32分+位移
39459,大东北是我的家乡（Ciforance Remix）,NorthEast Lv.16,16.500002,底力+多押+楼梯+32分+变速+叠键+位移
39461,TIANTIAN,HL Lv.14,14.600002,-
39468,Whiplash,IN Lv.13,13.500002,-
39476,HAL 30000,AT Lv.16,16.3,底力+多押+楼梯+32分+变速+耐力+高BPM+纵连+叠键+位移+定轨
39481,☆花となれ,IN Lv.11,11.0,-
39484,☆花となれ,IN Lv.11,11.0,-
39498,くうになる (feat. 可不) ,IN Lv.13,13.800003,32分
39521,Rainmaker,IN Lv.雷雨,14.700003,楼梯
39531,ハート111,IN Lv.14,14.800003,楼梯+32分
39534,恋ひ恋う縁 (以恋结缘),IN Lv.14,14.700003,32分
39537,Craic,IN lv.16,16.300001,多押+高BPM
39540,Southern Cross,Re:Master LV.15,15.700027,底力+爆发+耐力+叠键+位移+定轨
39543,炽火之舞 A Dance in Fire,IN Lv.15,15.2,32分
39547,TIME HEALS EVERYTHING,AT Lv.16,16.699999,多押+楼梯+32分+变速+耐力+高BPM+叠键+位移
39570,ぼなぺてぃーと♡S,IN  Lv.14 ,14.2,32分
39573,可愛くてごめん,AT Lv.14,14.0,楼梯
39581,3rd Avenue,IN Lv.15,15.0,32分
39583,Absolute Queen,IN Lv.15,15.800003,-
39587,東の空から始まる世界 (始于东方之空的世界),13,13.0,楼梯+纵连
39588,徳川カップヌードル禁止令,IN Lv.15,15.0,多押+楼梯+32分+变速
39591,電脳眠眠猫 (feat. 可不)  ,IN.13,13.500002,-
39592,BossRushTier1,IN Lv.14,14.700003,-
39642,Recollect Lines,AT Lv.17,17.3,底力+楼梯+变速+耐力+叠键+位移
39671,トラフィック・ジャム,IN lv.14,14.900003,耐力
39686,月夜見,IN Lv.16,16.1,楼梯+位移
39699,Loveit? (feat. LOLUET),IN  Lv.14,14.800004,-
39703,TIANTIAN(低配),HL Lv.14,14.600002,-
39721,Samurai 45,IN Lv.15,15.0999975,变速+纵连+位移
39741,Don‘t say lazy,AT Lv.16,16.3,底力+楼梯+32分+变速+耐力+位移
39746,再飞行,IN,11.400005,-
39748,crystallized,IN Lv.14,14.900003,楼梯
39777,Immaculate,AT  Lv.17,17.1,底力+32分+耐力+位移
39807,拂晓,FM Lv.8,8.0,楼梯+爆发+纵连
39809,Computer Cornflakes,IN Lv.16,16.0,底力+32分+高BPM
3983,Apex,IN Lv.14,14.8,楼梯
39842,Roland 01,Lv14,14.0,-
39843,ARES,IN Lv.15,15.1,楼梯+纵连
39846,Space Walk,IN Lv.13.6,13.6,楼梯+纵连
39858,25時の情熱,IN  Lv.14,14.900001,楼梯
39862,Nuit Silencieuse,IN  Lv.16,16.400002,底力+变速+耐力+高BPM+位移+定轨
3987,Radiant,IN  Lv.13,13.8,楼梯
39876,SELF,IN LV.14,14.900003,-
39881,Valhalla,AT Lv.15,15.0,32分
39905,Last Judgement,AT Lv.17,17.200005,底力+多押+32分+变速+耐力+叠键+位移+定轨
39916,NightTheater,AT15,15.800003,-
39917,Expectancy,AT Lv.14,15.500006,多押+32分+变速+位移+定轨
39929,翠杜,IN Lv.15,15.800003,爆发+变速+位移
39939,Androgynos (Full Ver.),IN  Lv.16,16.2,楼梯+耐力+纵连+位移
39941,虚無さん,IN Lv.15,15.600002,楼梯
39961,Virtual World,IN Lv.13,13.099999,32分
39962,white.roses,IN Lv.12,12.0,-
39968,ナイト・オブ・ナイツ,IN Lv.16,16.300001,耐力
39982,DEUX EX MĀXHINĀ,IN Lv.17,17.300001,底力+多押+楼梯+变速+耐力+高BPM+纵连+位移
39984,寰墟之叹,Universe Lv.0,15.0,底力+32分+位移
39991,Test Me,lv.14.8,8.0,楼梯
4,撥条少女時計,IN,12.0,-
400,でんでん心電図,IN Lv.15,15.0,耐力
40003,雨桜,IN Lv.13,13.400002,-
40008,MAO！,IN  Lv.13,13.700003,楼梯
40025,Sphalerite,HD Lv.13,13.900003,爆发+高BPM+纵连
40042,Cry for me,IN Lv.13,13.800003,-
40048,over.(feat.KYURO3),over. Lv.∅,18.300001,底力+楼梯+耐力+叠键+位移+定轨
40053,Empyrean,IN Lv.14,14.300001,楼梯+32分
40054,Class Memories,AT Lv.15,15.400002,楼梯+纵连+位移
40075,Poker,IN Lv.14,14.399999,-
40081,雨之城,EZ lv.8,8.3,-
40113,Forbidden Area,IN Lv.16,16.1,爆发+变速+耐力+位移
40123,DESPAIR,DESPAIR,16.800009,底力+楼梯+耐力+高BPM+纵连+定轨
40124,The Second Sanctuary,IN Lv.15,19.9,-
40131,恋ひ恋ふ縁(以恋结缘),AT Lv.15,15.199997,多押+楼梯+32分+变速+位移
40151,绝命舞曲,IN Lv.14,14.700001,楼梯
40153,"3,2,1!",IN  Lv.13,13.0,-
40156,Lyrith -迷宮リリス-,IN Lv.15,15.0,-
40161,KAEDE,HT,17.0,楼梯+变速+耐力+纵连+叠键+位移
40163,ALL☆NIGHTER!,AT,15.300005,楼梯
40167,Axeria,IN Lv.14,14.899996,楼梯
40169,君の笑う聲,IN 12.20,12.200001,楼梯
40178,あいしていたのに,AT Lv.17.2,17.2,32分+耐力
40189,Nekomimi Switch,Neko Lv.11,10.0,-
40194,寄明月,IN Lv.15,3.0,32分
40207,猫ミーム- feat.KAFU (人語ver.),IN Lv.12,12.8,-
40236,Dreamweaver,IN,15.299999,-
40343,stars we chase,IN Lv.13,13.700003,32分
40344,MEGAHEARTZ,IN Lv.15,15.800003,32分+位移
40361,有明/Ariake,AT  Lv.15,15.700003,楼梯
40391,PANGRAMIST,AT Lv.16,16.500002,底力+楼梯+爆发+变速+耐力+高BPM+纵连+位移
40392,My Piano Is Escaping,IN Lv.15,15.900002,底力+爆发+耐力+位移
40394,Lava Chicken,AT Lv.15,15.900003,32分
40396,STYX HELIX,IN Lv.15,15.0,-
40400,T氏の話を信じるな,IN LV.15,15.0,-
40403,春嵐,AT Lv.16,16.600002,底力+耐力+叠键
40410,He asked me if I exercise and I said I play Wii Sports Resort,AT  Lv.16,16.400002,多押+变速+纵连+位移
40421,the story of the tap and the hold(4),RS Lv.16.5,16.5,多押+32分+耐力
40454,AtoZ,In,14.5,多押+32分+变速+位移
40465,春嵐,AT Lv.16,16.0,底力+耐力+叠键
40468,臙脂,IN  Lv.14,14.900001,-
40470,二十九分之一的幼稚犯,IN Lv.14,14.1,-
40482,Lava Chicken,IN Lv.15,15.400002,楼梯
40483,白夜梦,Love Theory·Lv.13,13.400001,-
40508,混沌ブギ,AT Lv.16,16.0,多押+32分+变速+耐力+位移
40521,天灵灵地灵灵,MD  Lv.15,15.2,-
40526,Hello(BPM)2024,IN Lv.16,16.1,底力+楼梯+变速+耐力+纵连+位移
40534,云深不知处,IN Lv.14,14.0,32分
40538,きゅうくらりん,IN,16.300001,32分+变速+耐力+定轨
40550,Zavodila,AT Lv.15,15.400002,耐力+叠键
40552,Particle Arts (What A Shino Frenchcore Edit),IN Lv.?,15.000019,32分+变速+耐力
40555,Just so you know,IN Lv.12,12.0,32分
40561,大风吹,Wind Lv.12,12.000004,-
40567,D/N/A,AT,16.5,楼梯+32分+变速+纵连+叠键+位移
4057,轟け！恋のビーンボール！,HARD Lv.16,16.4,多押+楼梯+32分+变速+耐力+位移+定轨
40574,MIRЯOЯ,IN Lv.15,15.500002,多押+楼梯+32分+变速+高BPM+纵连+叠键+位移
40581,Dirty Work,IN Lv.14,14.200001,-
40587,Towards the 300,AT Lv.18,18.2,底力+多押+32分+变速+耐力+高BPM+叠键+位移
40590,Inorganyx Prayer,IN Lv.14,14.0,爆发
40591,★Unraveling Stasis,IN Lv.16,16.4,耐力+高BPM
40618,Frozen Heart(instrumental),HD Lv.8,8.900001,楼梯+定轨
40626,Hammer of Justice,IN Lv.15,15.0,楼梯
4064,BATTLE No.1,IN Lv.15,15.0,32分+变速
40669,★Unraveling Stasis,IN Lv.16,16.4,耐力+高BPM
40683,CLOSE TO ME(Red Moonrise mix),IN Lv.15,15.1,32分+高BPM
40694,Kentucky Jelly,Legacy Lv. 15,15.900001,楼梯+位移
40704,Last Kingdom,IN  Lv.16,16.1,多押+32分+位移
40717,天使にふれたよ!,IN Lv.13,13.0,-
40748,Bullet Hell,IN  Lv.15,15.700003,多押+32分+高BPM
40750,LiftOff,IN Lv.15,15.200001,-
40775,Pixel City,IN Lv.15,15.900005,底力+爆发+耐力+位移
40777,たぶん終わり,IN Lv.14,14.900001,-
40786,拂晓,IN Lv.13,13.0,楼梯+32分+爆发+纵连
4079,KING,FM Lv.15,15.0,楼梯
40812,FIRE BIRD (TV Size),AT  Lv.15,15.0,-
40814,莫愁乡,IN Lv.13,12.999997,-
40816,撞地球,IN Lv.14,14.0,-
40832,しゃん・だら・りん♪,IN Lv.15,15.400002,-
40858,T氏の話を信じるな,A16  Lv.T,16.6,32分+定轨
40870,熱帯夜の祭り (feat. Pica),IN  Lv.13,13.400002,-
40880,Suicide!,IN Lv.15,15.300002,-
40905,FGV//MΞ,IN Lv.14+,14.900001,楼梯+纵连
40976,Vibing in the 20s,AT Lv.15,15.0,-
40977,Neon Vortex,DF Lv.14,14.1,-
40981,Crossmythos Rhapsodia,AT Lv.18,18.0,底力+多押+楼梯+32分+爆发+变速+耐力+叠键+位移
40994,Fractured Angel,AT Lv.16+,17.000004,底力+楼梯+耐力+高BPM
410,躯樹の墓守,IN Lv.16,16.400002,底力+变速+耐力+高BPM+位移
41008,董卓討つべし,IN Lv.15,15.200001,-
41014,Boundless Bliss (无垠无忧),IN Lv.13,13.2,32分
41030,见到你真开心！,IN Lv.13,13.599999,-
41040,STARGAZERS,AT Lv.16,16.900003,底力+多押+楼梯+32分+变速+耐力+位移
41043,テトリス,IN Lv.16,16.700006,32分
41044,Bustling Night,HD Lv.10,9.999996,-
41051,雑踏、僕らの街,AT.Lv16,16.199999,底力+多押+楼梯+32分+变速+耐力+叠键+位移
41076,私はあの花火大会に行かなかった,IN LV.15,15.0,32分
41093,反乌托邦,15,15.600002,-
41117,Friendship Through The Ages (Club Mix),❤️MLP,15.300002,楼梯+32分
41132,Mystic Light Quest,IN Lv.15,15.400001,耐力
41135,Ruined Lullaby,IN Lv.12,12.0,-
41153,はじまりの曲,IN Lv.14,14.0,32分
41170,少女绮想曲~dream battle,IN Lv.15,15.0,底力+爆发+读谱
41186,B.B.K.K.B.K.K.,IN Lv.15,15.9,多押+32分+变速+位移
41195,耀斑,MN Lv.15,15.200001,楼梯+位移+定轨
41210,纳塔 Natlan,AT Lv.15,15.3,32分+耐力
