id,name,level,diff,tags
50310,「IRIS OUT」,IN  Lv.15,15.400002,楼梯
50489,Hall of Mirrors,IN Lv.13,13.400002,楼梯
5051,ULTRA SYNERGY MATRIX,IN Lv.15,15.277778,多押+爆发+变速+叠键+位移
50558,キュートなカノジョ (Cover),IN Lv.14,14.900003,爆发
5056,Deceiver,IN Lv.15,15.0,底力+爆发+位移
50670,もってけ!セーラーふく,IN Lv.14,14.800003,-
50752,神威,IN Lv.16,16.2,底力+爆发+耐力
50789,深圳东,AT  Lv.16,16.500002,耐力
50795,SYSTEM REBOOTING,IN Lv.15,15.900003,楼梯+32分+变速+纵连+位移+定轨
5117,Helios,IN Lv.15,15.788888,多押+32分+变速+定轨
5136,Lastoria,IN Lv.15,15.541667,楼梯+耐力+位移
51542,-SURREALISM-,ReBirth Lv.14,14.800003,楼梯
51922,Power Attack,IN Lv.15,15.500003,多押+楼梯+32分+变速+位移
5203,ULTRA SYNERGY MATRIX,IN Lv.15,15.0,多押+32分+变速+位移
52161,BlazinG AIR,AT Lv.16,16.300005,楼梯+32分+变速+耐力+位移
52307,Ultimate Force,IN  Lv.16+,16.8,底力+楼梯+变速+高BPM+纵连
52317,This Future(We didn't expect),IN Lv.15,15.0,楼梯+位移+定轨
52598,参宿四~Betelgeuse~,IN Lv.15,15.200001,底力
52749,Computer Cornflakes,IN Lv.16,16.400002,底力+高BPM
52804,Greatness Earth,IN  Lv.15,15.200005,多押+楼梯+32分+变速+位移+定轨
54065,Leave it to Fate,IN Lv.15,15.400002,-
54134,Unveil,IN Lv.14,14.200001,楼梯+定轨
54187,私は、わたしの事が好き(Extended ver),IN Lv.15,15.500001,多押+楼梯+32分+变速+耐力+位移
54336,SLASH,IN Lv.16,16.0,底力+楼梯+变速+位移
54601,7 Wonders,AT  Lv.16,16.000004,底力+楼梯+定轨
54604,Crush the Dystopia,IN Lv.16,16.500002,底力+变速+耐力+位移
54631,ARIGA THESIS,IN  Lv.14,14.500002,-
54664,青苹果乐园,IN  Lv.13,13.400002,-
54684,す、好きなんかじゃない！,IN  Lv.14,14.200001,32分
54724,伊天珀凌,IN Lv.15,15.500002,楼梯
54729,涙色の狂愛,IN Lv.16,16.1,爆发+耐力+位移
54747,夜的第七章,AT  Lv.16,16.300001,多押+32分+耐力
54761,怨撃,IN Lv.15,15.800003,多押+32分+变速+高BPM
54920,差不多得了,"FM Lv.16
",16.0,多押+楼梯+32分+变速
54948,Takoyaki-Rave Bomber,IN  Lv.15,15.500002,爆发
54958,Summoning 101,IN Lv.15,15.300001,32分
55000,チルノのパーフェクトさんすう学園,IN Lv.15,15.400001,楼梯+变速+位移+定轨
55024,チルノのパーフェクトさんすう教室  ⑨周年バージョン,IN  Lv.14,14.900001,楼梯
55026,Black：Magnam,IN Lv.14,14.699997,-
55028,鳥の詩,IN Lv.15,15.0999975,-
55094,〚回帰〛 ～Scherzo ~フォルトゥーナの悪戯~,IN Lv.15,15.700003,位移+定轨
55106,βlαnoir,IN Lv.15,15.800003,底力+爆发+纵连+位移
55118,劇場版『マージナル*フロンティア』,IN Lv.14,14.000004,耐力
55123,Peer Gynt,IN Lv.14,14.300001,楼梯
55160,Give (Me) Your Love,IN  Lv.15,15.1,楼梯+爆发
5518,Apollo,HD Lv.12,12.0,高BPM+定轨
55199,SUPER AMBULANCE,IN  Lv.15,15.5,楼梯+纵连
55205,Alea jacta est!,IN Lv.16,16.200003,底力+爆发+变速+耐力+位移
55213,See you next time!,IN Lv.13,13.1,-
55242,ヒバナ -Reloaded-,IN  Lv.15,15.200001,多押+楼梯+变速+耐力+位移
55360,Przepływ światła,IN Lv.14,14.700003,楼梯+定轨
5537,Don't Fight The Music,AT Lv.16,16.144445,底力+变速+耐力+位移
55375,STARCRASHERS,IN  Lv.15,15.600002,楼梯+32分+耐力+叠键+位移
55653,Midnight Flux,IN Lv.14,14.200001,爆发
5576,Crush BETA,MY  Lv.15,14.700002,多押+32分+位移
5602,Unleashed World,AT Lv.16,16.0,底力+爆发+高BPM
56426,route:REFLECTION,IN Lv.15,15.600001,楼梯
56452,MELT*DOWN,IN Lv.15,15.700003,楼梯+高BPM
56494,迷幻音浪,FM  Lv.15,15.0,楼梯+32分+爆发+变速+纵连+位移+定轨
566,廻り巡る,IN  Lv.16,16.1,底力+爆发+耐力+高BPM
570,ティアドロップス(Tear Drops),IN Lv.14,14.0,多押+32分
57046,エタニクル,IN Lv.14,14.1,32分
57086,携帯恋話 (feat. 東雲絵名&暁山瑞希&初音ミク),IN  Lv.14,14.300001,-
57166,Crescent,IN Lv.15,15.600002,-
57395,リテラチュア,IN  Lv.12,12.900003,-
580,cyanine,IN Lv.14,14.0,底力+纵连
58776,Good Boy,AT Lv.15,15.500002,楼梯+32分
59034,燦々,IN  Lv.15,15.600002,多押+楼梯+变速+耐力
59064,ずんどこ☆どんどんどーん！,IN Lv.15,15.600002,底力+多押+32分+变速
5924,Boss Rush,IN Lv.15,15.500002,多押+楼梯+32分+变速
59458,斷劍の獄,IN  Lv.15,15.1,底力+楼梯+爆发+位移
5961,IMPACT,IN  Lv.15,15.0,多押+楼梯+变速+耐力+位移
59759,All Eyes on Me,IN Lv.14,14.400002,楼梯
6080,Kyubi,IN  Lv.15,15.500002,-
6083,鸳鸯债,IN Lv.14,14.0,楼梯
61881,Love Para,IN Lv.15,15.0,-
6243,Bigroom Never Dies,IN Lv.14,14.500002,32分
6344,九龍霓虹街,AT Lv.16,16.0,多押+楼梯+耐力+位移
6375,Flashkick(Juggernaut. Remix),IN  Lv.15,15.0,楼梯+耐力
638,アイドル(Idol),IN Lv.14,14.744445,32分+耐力
6407,Catalinésie,IN Lv.15,15.0,底力+爆发+高BPM+定轨
6445,WE ARE HARDCORE,IN Lv.15+,16.044443,底力+多押+变速
6519,NULCTRL,AT Lv.15,15.300001,楼梯+纵连
6600,Requiem Cataclysm,IN Lv.15,15.0,多押+32分+变速+耐力+高BPM+位移
66012,ABYSS MOTION 192.333,IN  Lv.14,14.400002,楼梯
6602,強風オールバック（Cover:鹿乃ちゃん）,IN Lv.13,13.0,楼梯+32分
66661,"Help me, ERINNNNNN!!",IN Lv.16,16.400002,底力+楼梯+变速+耐力+位移+定轨
67280,Climax,IN Lv.15,15.0,楼梯+定轨
6755,mystique as iris,IN Lv.15,15.800003,楼梯+变速+叠键+位移+定轨
6766,sølips,IN Lv.15,15.833333,楼梯
6817,Lostwizz,IN  Lv.15,15.900003,变速+耐力
6823,Power Attack,IN Lv.14,14.600002,多押+位移
68249,神鳴,IN Lv.16,16.300001,底力+楼梯+变速+耐力+位移
6882,R.I.P.,IN Lv.14,14.0,-
692,Era Breath,AT  Lv.16,16.900003,多押+32分+变速+纵连+位移
6938,Binary Wonderland,IN  Lv.15,15.800003,底力+多押+爆发+耐力+位移
6943,無機質世界に彩を,IN Lv.14,14.0,底力+爆发
6949,Quattro Elements Dimiourgia,IN  Lv.16,16.300005,位移
6954,-1,AT Lv.16,16.0,多押+32分+变速+耐力+位移
6982,Contrapasso -paradiso-,IN Lv.16,16.200005,多押+32分+变速+耐力+高BPM+位移
69957,REGEN,IN  Lv.15,15.7,底力+楼梯+变速+耐力+纵连+位移
69967,缄色症候,IN  Lv.15,15.1,楼梯+爆发
6997,Dandelion's Daydream,IN Lv.14,14.2,-
7102,Emergency2,WAW Lv.15,15.0,底力+耐力
7104,火狐之舞,AT Lv.16,16.0,底力+多押+32分+变速+耐力+高BPM+位移
7116,Necroxus,AT Lv.16,16.0,底力+多押+32分+变速+耐力+高BPM+位移
713,Le Porteur d'Ombre,IN Lv.15,15.94,底力+多押+变速+耐力+高BPM+叠键+位移+定轨
7210,Ever Free,IN Lv.14,14.900003,多押+32分+变速+位移
7364,俗物フェスティバル,IN Lv.15,15.0,多押+32分
7386,Spider's Thread,AT Lv.16,16.2,底力+楼梯+爆发+读谱+耐力+定轨
7418,ドーピングダンス (亢奋剂舞),MI Lv.15,15.0,多押+楼梯+32分+变速+耐力+位移
7479,RE Aoharu,IN Lv.14,14.700003,32分+读谱
7480,Sense,Uplifting Lv.13,13.0,楼梯
7516,Bathin,AT  Lv.17,17.500006,底力+多押+32分+变速+耐力+位移
754,Shin Takarajima Elevator,Waiting - IN 11,11.0,-
755,マシンガンポエムドール,AT Lv.16,16.0,底力+爆发+耐力+高BPM+位移
7593,Saintelmo,IN  Lv.15,15.0,底力+叠键+位移
7597,猫祭り,IN Lv.14,14.744445,楼梯
7609,Beyond the Horizon,IN Lv.14,14.0,多押+耐力
7645,BIKE,IN  Lv.14,14.0,楼梯
7687,A Gleam For The Sightless,IN Lv.13,13.0,-
7707,Annihilation in F# Minor,EX Lv.17,17.700003,底力+多押+楼梯+变速+耐力+位移
771,Dice 20,IN Lv.14,14.0,-
7773,魑魅魍魉,IN Lv.15,15.0,底力+楼梯
7906,Unreal Veil,IN Lv.14,14.9,多押+32分+耐力
8034,Phoebus,AT Lv.15,15.0,-
8120,瞑々,IN Lv.15,15.000004,-
8127,Prism Fountain,IN Lv.15,15.400001,底力+耐力
8176,神っぽいな,IN  Lv.15,15.0,-
8290,GALACTIC WARZONE,AT Lv.16,16.0,底力+多押+变速+耐力+位移
8340,Bad Gateway,IN  Lv.15,15.0,楼梯+纵连+位移
8354,See Chaos,IN  Lv.15,15.700003,爆发+变速+耐力+叠键+位移+定轨
8385,小雨,IN Lv.13,13.0,-
8430,太陽系デスコ,IN  Lv.14,14.0,多押+楼梯+32分
8483,8-EM,IN  Lv.15,16.100004,-
8489,FRIEND,IN Lv.15,15.0,底力+多押
8523,ぱくぱく☆がーる,IN Lv.13,13.600013,-
8565,Remember Our Summer,IN  Lv.12,12.0,-
8597,Quon,AT Lv.16,16.0,多押+32分+位移
8641,夏天幻游日记,warm Lv.13,13.0,-
8706,寄明月,IN Lv.13,13.0,-
8715,Lunation,IN  Lv.15,15.177777,高BPM
8717,夜明けまであと3秒,IN Lv.14,14.0,-
8722,MIDNIGHT(VIP),IN Lv.14,14.600002,32分
8723,Midnight Challenge,IN  Lv.14,14.0,耐力
8734,Own The Night,IN Lv.15,15.0,32分+位移
8742,求婚,IN  Lv.15,15.300001,耐力
8751,Valsqotch,AT Lv.15,15.733334,爆发+变速
8769,NightTheater,IN Lv.15,15.0,爆发+位移
877,Lanterns,IN Lv.13,13.0,32分
8776,Auzof Ctrl,IN Lv.14,14.6,-
8825,lost umbrella(yuigot Remix),IN  Lv.13,13.0,-
8967,黑夜,AT  Lv.17,17.300005,底力+楼梯+耐力
9,Wizdomiot,IN Lv.15,15.433333,底力+爆发
9064,R'N'R Monsta,IN  Lv.15,15.900003,高BPM
9066,FRIEND,HD Lv.11,11.0,纵连
9068,はげしこの夜 -Psylent Crazy Night-,IN Lv.15,15.0,底力
9069,Night thea+er Etude,AT Lv.15,15.0,爆发+位移
9072,Selenadia,IN Lv.15,15.900001,楼梯+32分+爆发+变速+高BPM+位移+定轨
9076,Blackest Luxury Car,IN Lv.14,14.0,-
909,ウミユリ海底谭,IN Lv.14,14.0,32分
9112,熱帯夜の祭り,IN  Lv.13,13.0,-
9362,World Vanquisher,AT Lv.16,16.2,底力+多押+楼梯+32分+变速+耐力
9412,NULCTRL,SP Lv.?,15.5,楼梯+叠键+定轨
9414,鬼媒,IN Lv.14,14.700003,底力+楼梯+爆发
9455,Dizzolve,IN Lv.15,15.0,位移+定轨
9545,Slyness Foxx,IN Lv.14,14.0,-
9556,The Nightscape,IN Lv.14,14.600002,纵连
9614,Arcade ViruZ,1N Lv.15,15.200001,定轨
9622,Faster,IN Lv.15,15.200001,爆发
9624,竹,AT Lv.16,16.1,多押+耐力+纵连+位移
963,Amnéhilesie,IN Lv.16,16.0,底力+爆发+高BPM+位移
9668,The Last Page,IN Lv.15,15.400001,底力+爆发+位移
9739,Elemental Ethnic,IN Lv.14,14.900004,爆发
9744,I,AT Lv.16,16.2,多押+32分+变速+耐力+高BPM+定轨
9843,叛逆のキャスタウェイ,IN Lv.16,16.200005,耐力
9856,Catalinésie,RE Lv.17,17.600006,底力+耐力+高BPM+位移
9863,Magical Panic Adventure,IN Lv.16,16.699997,底力+楼梯+变速+高BPM+叠键+位移+定轨
9882,snooze,IN Lv.14,14.0,-
989,MARENOL,AT Lv.15,15.599999,纵连
9918,SapphirE,IN Lv.14,14.0,-
9962,8bit Adventurer,IN Lv.15,15.300001,-
